entity_id,company_name,country,wikidata_qid,wikidata_description,wikidata_country,wikidata_hq
http://www.wikidata.org/entity/Q147224,hrg group,United States,Q147224,American company,United States,Rochester
http://www.wikidata.org/entity/Q147421,zapp ag,Germany,Q147421,"international group of companies in the field of metal working based in Ratingen, Germany",Germany,Ratingen
http://www.wikidata.org/entity/Q147505,zappos,United States,Q147505,online shoe and clothing shop,United States,Las Vegas
http://www.wikidata.org/entity/Q147951,zarges,Germany,Q147951,business,Germany,Ailly-sur-Noye
http://www.wikidata.org/entity/Q148220,zastava arms,Serbia,Q148220,Serbian defense company,Serbia,Kragujevac
http://www.wikidata.org/entity/Q148315,zato vehicles,Germany,Q148315,automobile manufacturer,Germany,Niederbreitbach
http://www.wikidata.org/entity/Q149947,midway games,United States,Q149947,former American video game developing and publishing company,United States,Chicago
http://www.wikidata.org/entity/Q150437,penta investments limited,Jersey,Q150437,"Central Europe investment group founded in 1994 in Slovakia, based in Jersey",Jersey,Saint Helier
http://www.wikidata.org/entity/Q151135,youku,People's Republic of China,Q151135,Chinese video platform,People's Republic of China,Beijing
http://www.wikidata.org/entity/Q151137,margarete steiff gmbh,Germany,Q151137,plush toy company based in Germany,Germany,Giengen an der Brenz
http://www.wikidata.org/entity/Q151154,gerolsteiner brunnen,Germany,Q151154,German company,Germany,Gerolstein
http://www.wikidata.org/entity/Q151224,skyline chili,United States,Q151224,American restaurant chain specializing in Cincinnati chili,United States,Fairfield
http://www.wikidata.org/entity/Q151392,aachener kaiserbrunnen,Germany,Q151392,business,Germany,Aachen
http://www.wikidata.org/entity/Q151392,aachener kaiserbrunnen,German Reich,Q151392,business,Germany,Aachen
http://www.wikidata.org/entity/Q151670,alleghany corporation,United States,Q151670,company,United States,New York City
http://www.wikidata.org/entity/Q151954,lidl,Germany,Q151954,German global discount supermarket chain,Germany,Neckarsulm
http://www.wikidata.org/entity/Q152051,bayer,Germany,Q152051,"German multinational pharmaceutical, chemical, and agricultural biotechnology company",Germany,Leverkusen
http://www.wikidata.org/entity/Q152057,bp,United Kingdom,Q152057,British multinational oil and gas company,United Kingdom,London
http://www.wikidata.org/entity/Q152161,ketschenburg-brauerei,Germany,Q152161,business,Germany,Stolberg
http://www.wikidata.org/entity/Q152186,stadtwerke bonn,Germany,Q152186,public transport and utility company,Germany,Bonn
http://www.wikidata.org/entity/Q152433,xerox,United States,Q152433,American document management corporation,United States,Norwalk
http://www.wikidata.org/entity/Q152517,hyundai rotem,South Korea,Q152517,South Korean machinery manufacturer,South Korea,Uiwang
http://www.wikidata.org/entity/Q152695,amer sports,Finland,Q152695,company based in Finland,Finland,Helsinki
http://www.wikidata.org/entity/Q53257,mitsubishi electric,Japan,Q53257,Japanese electronics and electrical equipments manufacturing company,Japan,Chiyoda
http://www.wikidata.org/entity/Q54074,tgoj,Sweden,Q54074,company,Sweden,Eskilstuna
http://www.wikidata.org/entity/Q54075,ssab,Sweden,Q54075,"Swedish company, specialised in processing raw material to steel",Sweden,Stockholm
http://www.wikidata.org/entity/Q54173,general electric,United States,Q54173,American multinational conglomerate,United States,Boston
http://www.wikidata.org/entity/Q55206,sally ride science,United States,Q55206,"science education non-profit organization in San Diego, California, USA",United States,San Diego
http://www.wikidata.org/entity/Q55441,zeltia,Spain,Q55441,company,Spain,Madrid
http://www.wikidata.org/entity/Q58014,allegro,Poland,Q58014,online shopping and e-commerce marketplace platform,Poland,Poznań
http://www.wikidata.org/entity/Q58024,ebay,United States,Q58024,American multinational internet corporation that manages eBay.com,United States,San Jose
http://www.wikidata.org/entity/Q59165,prosiebensat.1 media se,Germany,Q59165,German mass media company,Germany,Unterföhring
http://www.wikidata.org/entity/Q59186,walter aircraft engines,Czech Republic,Q59186,motor vehicle and aircraft engine manufacturer in Czechia,Czech Republic,Prague
http://www.wikidata.org/entity/Q59506,grönlunds orgelbyggeri,Sweden,Q59506,Swedish company,Sweden,Gammelstad Church Town
http://www.wikidata.org/entity/Q59507,astrotech corporation,United States,Q59507,American aerospace company,United States,Austin
http://www.wikidata.org/entity/Q59551,warsaw stock exchange,Poland,Q59551,"stock exchange located in Warsaw, Poland",Poland,Warsaw
http://www.wikidata.org/entity/Q60003,orkla group,Norway,Q60003,company,Norway,Oslo
http://www.wikidata.org/entity/Q60033,waterlow  sons ltd,United Kingdom,Q60033,publisher,United Kingdom,United Kingdom
http://www.wikidata.org/entity/Q60162,canadian bank note company,Canada,Q60162,Canadian company that supplies bank notes,Canada,Ottawa
http://www.wikidata.org/entity/Q60188,mobico group,United Kingdom,Q60188,British transport group,United Kingdom,Birmingham Coach Station
http://www.wikidata.org/entity/Q60299,hamleys,United Kingdom,Q60299,British toy store,United Kingdom,London
http://www.wikidata.org/entity/Q62288,rolex,Switzerland,Q62288,Swiss luxury watch designer and manufacturer,Switzerland,Geneva
http://www.wikidata.org/entity/Q62299,jolla,Finland,Q62299,Finland-based developer of smartphones,Finland,Helsinki
http://www.wikidata.org/entity/Q62341,vacheron constantin,Switzerland,Q62341,Swiss watch company,Switzerland,Plan-les-Ouates
http://www.wikidata.org/entity/Q62621,canon inc.,Japan,Q62621,Japanese multinational imaging corporation,Japan,Ota
http://www.wikidata.org/entity/Q63327,airbnb,United States,Q63327,American online platform for rental accommodations,United States,San Francisco
http://www.wikidata.org/entity/Q63335,foot locker,United States,Q63335,American sportswear and footwear retailer,United States,New York City
http://www.wikidata.org/entity/Q63529,westermo network technologies,Sweden,Q63529,business,Sweden,Stora Sundby
http://www.wikidata.org/entity/Q63608,ogres knitwear,Latvia,Q63608,company based in Latvia,Latvia,Ogre
http://www.wikidata.org/entity/Q64545,hasselblad,Sweden,Q64545,Swedish company,Sweden,Gothenburg
http://www.wikidata.org/entity/Q64698,xmos,United Kingdom,Q64698,company,United Kingdom,Bristol
http://www.wikidata.org/entity/Q65275,plansee group,Austria,Q65275,company,Austria,Reutte
http://www.wikidata.org/entity/Q65310,euroset,Russia,Q65310,Russian company retailer,Russia,Moscow
http://www.wikidata.org/entity/Q65358,gallup,United States,Q65358,American analytics and advisory company,United States,"Washington, D.C."
http://www.wikidata.org/entity/Q71946,ak steel holding,United States,Q71946,company,United States,West Chester Township
http://www.wikidata.org/entity/Q72539,u.s. steel,United States,Q72539,US steel-producing company,United States,Pittsburgh
http://www.wikidata.org/entity/Q73002,extreme championship wrestling,United States,Q73002,defunct American professional wrestling promotion,United States,Philadelphia
http://www.wikidata.org/entity/Q73053,schwinn bicycle company,United States,Q73053,American bicycle company,United States,Chicago
http://www.wikidata.org/entity/Q73251,symrise,Germany,Q73251,German chemical company that produces flavor and fragrances,Germany,Holzminden
http://www.wikidata.org/entity/Q73292,stiebel eltron,Germany,Q73292,company,Germany,Holzminden
http://www.wikidata.org/entity/Q74193,kaplan international languages,United States,Q74193,company,United States,London
http://www.wikidata.org/entity/Q74603,bratislava stock exchange,Slovakia,Q74603,"stock exchange located in Bratislava, Slovakia",Slovakia,Bratislava
http://www.wikidata.org/entity/Q74716,grass valley k.k.,Japan,Q74716,Manufacturer of video editing cards and video editing software,Japan,Kobe
http://www.wikidata.org/entity/Q74983,tnuva,Israel,Q74983,Israeli cooperative,Israel,Israel
http://www.wikidata.org/entity/Q75776,fox sports,United States,Q75776,sports programming division of the Fox Corporation,United States,Los Angeles
http://www.wikidata.org/entity/Q76039,hudson's bay company,Canada,Q76039,"Canadian retail business group, former fur trading business",Canada,Toronto
http://www.wikidata.org/entity/Q76812,kings bay,Norway,Q76812,company,Norway,Ny-Ålesund
http://www.wikidata.org/entity/Q76847,erhard seminars training,United States,Q76847,company,United States,San Francisco
http://www.wikidata.org/entity/Q77202,1c company,Russia,Q77202,Russian computer software developer,Russia,Moscow
http://www.wikidata.org/entity/Q79847,supremesat,Sri Lanka,Q79847,company,Sri Lanka,Colombo
http://www.wikidata.org/entity/Q80010,libyan foreign bank,Libya,Q80010,Libyan banking institution,Libya,Tripoli
http://www.wikidata.org/entity/Q80281,fpt,Italy,Q610241,Vietnamese IT company,Vietnam,Hanoi
http://www.wikidata.org/entity/Q80635,airgas,United States,Q80635,American industrial supply company,United States,Radnor
http://www.wikidata.org/entity/Q80788,dnb bank,Norway,Q80788,Norwegian bank,Norway,Oslo
http://www.wikidata.org/entity/Q80978,hewlett-packard,United States,Q80978,American information technology company,United States,Palo Alto
http://www.wikidata.org/entity/Q81134,excalibur almaz,Isle of Man,Q81134,private spaceflight company,Isle of Man,Douglas
http://www.wikidata.org/entity/Q81191,istituto poligrafico e zecca dello stato,Italy,Q81191,Italian mint,Italy,Rome
http://www.wikidata.org/entity/Q81230,siemens,Germany,Q81230,German multinational conglomerate company,Germany,Munich
http://www.wikidata.org/entity/Q81308,cambior,Canada,Q81308,Canadian gold producer,Canada,Quebec City
http://www.wikidata.org/entity/Q81481,q81481,France,Q81481,company,France,Issy-les-Moulineaux
http://www.wikidata.org/entity/Q81510,continental barum,Czech Republic,Q81510,company in the Czech Republic,Czech Republic,Otrokovice
http://www.wikidata.org/entity/Q81704,fokus bank,Norway,Q81704,company,Norway,Trondheim
http://www.wikidata.org/entity/Q81965,general motors,United States,Q81965,American multinational automotive company,United States,Detroit
http://www.wikidata.org/entity/Q82929,stena sphere,Sweden,Q82929,company,Sweden,Gothenburg
http://www.wikidata.org/entity/Q83164,east india company,United Kingdom of Great Britain and Ireland,Q83164,British trading company (1600–1874),United Kingdom of Great Britain and Ireland,London
http://www.wikidata.org/entity/Q83511,zakłady azotowe puławy,Poland,Q83511,company,Poland,Puławy
http://www.wikidata.org/entity/Q83723,a+e global media,United States,Q83723,American media company,United States,New York City
http://www.wikidata.org/entity/Q83750,desigual,Spain,Q83750,clothing brand headquartered in Barcelona,Spain,Barcelona
http://www.wikidata.org/entity/Q83822,austrian federal railways,Austria,Q83822,Austrian state-owned railway company,Austria,ÖBB Konzernzentrale Hauptbahnhof Wien
http://www.wikidata.org/entity/Q83823,ferrovie dello stato italiane,Italy,Q83823,national rail operator of Italy,Italy,Rome
http://www.wikidata.org/entity/Q83824,dsb,Denmark,Q83824,Danish railway company,Denmark,Copenhagen
http://www.wikidata.org/entity/Q86853,linden lab,United States,Q86853,American company,United States,San Francisco
http://www.wikidata.org/entity/Q87043,stowa,Germany,Q7620676,Polish association (from 1989),Poland,Leszczyński Residence
http://www.wikidata.org/entity/Q93825,liberty house,United States,Q93825,former American department and specialty store chain,United States,Honolulu
http://www.wikidata.org/entity/Q93894,asrock,Taiwan,Q93894,Taiwanese electronics manufacturer,Taiwan,Taipei
http://www.wikidata.org/entity/Q94582,eckes ag,Germany,Q94582,company,Germany,Nieder-Olm
http://www.wikidata.org/entity/Q94675,karlsberg bulgaria ad,Bulgaria,Q94675,company,Bulgaria,Sofia
http://www.wikidata.org/entity/Q94680,stan lee media,United States,Q94680,company,United States,Beverly Hills
http://www.wikidata.org/entity/Q94743,delta lloyd group,Netherlands,Q94743,company,Netherlands,Amsterdam
http://www.wikidata.org/entity/Q94849,novonor,Brazil,Q94849,Brazilian company involved in a corruption scandal in Latin America,Brazil,Salvador
http://www.wikidata.org/entity/Q99633,berliner verkehrsbetriebe,Germany,Q99633,public transport agency in Berlin,Germany,Trias
http://www.wikidata.org/entity/Q102463,middle-earth enterprises,United States,Q102463,company which owns certain rights to elements of The Lord of the Rings and The Hobbit by J. R. R. Tolkien,United States,Berkeley
http://www.wikidata.org/entity/Q102673,gazprom,Russia,Q102673,Russian oil and gas company,Russia,Saint Petersburg
http://www.wikidata.org/entity/Q105584,rotten tomatoes,United States,Q105584,American review aggregator for film and television,United States,San Francisco
http://www.wikidata.org/entity/Q106170,riggs bank,United States,Q106170,former Washington D.C.-based commercial bank,United States,"Washington, D.C."
http://www.wikidata.org/entity/Q112244,trados,Germany,Q112244,German multinational company,Germany,Stuttgart
http://www.wikidata.org/entity/Q112404,brookville equipment,United States,Q112404,locomotive company,United States,Brookville
http://www.wikidata.org/entity/Q112958,královopolská,Czech Republic,Q112958,company in the Czech Republic,Czech Republic,Brno
http://www.wikidata.org/entity/Q113102,rudolf chemie,Germany,Q113102,German company that manufactures textile auxiliaries and specialty chemicals,Germany,Geretsried
http://www.wikidata.org/entity/Q113215,carlsberg group,Denmark,Q113215,Danish brewery group,Denmark,Copenhagen
http://www.wikidata.org/entity/Q113269,nn investment partners,Netherlands,Q113269,Dutch Asset Management Firm,Netherlands,The Hague
http://www.wikidata.org/entity/Q113675,home market,Germany,Q113675,Retail Group for Home Textiles and Interior Design,Germany,Aachen
http://www.wikidata.org/entity/Q114040,daublaine-callinet,France,Q114040,French organbuilder of 19th century,France,Paris
http://www.wikidata.org/entity/Q114794,radiotelevisione svizzera di lingua italiana,Switzerland,Q114794,"radio and TV station in Lugano, Switzerland",Switzerland,Lugano
http://www.wikidata.org/entity/Q114913,dickies,United States,Q114913,company that manufactures and sells work-related clothing and other accessories,United States,Fort Worth
http://www.wikidata.org/entity/Q114990,telecom namibia,Namibia,Q114990,Namibian telecommunication company,Namibia,Windhoek
http://www.wikidata.org/entity/Q116331,reliance infrastructure,India,Q116331,"engineering, construction conglomerate based in India",India,Mumbai
http://www.wikidata.org/entity/Q117059,associated british foods,United Kingdom,Q117059,British food processing and retailing company,United Kingdom,London
http://www.wikidata.org/entity/Q117286,"china ocean shipping co., ltd.",People's Republic of China,Q117286,Chinese shipping and logistics services supplier,People's Republic of China,Shanghai
